ProgramKodu	Universite	Fakulte	Program	OgrenimSuresi	PuanTuru	GenelEkKontenjan	SehitGaziYakiniEkKontenjan	Kadin34EkKontenjan	DepremzedeEkKontentan	OzelKosulVeAciklamalar	GenelEnKucukPuan	SehitGaziEnKucukPuan	Kadin34EnKucukPuan	DepremzedeEnKucukPuan
105090175	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Halfeti Meslek Yüksekokulu	  Turist Rehberliği	2	TYT	9			1		254.06921			252.32573
105051161	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Hilvan Meslek Yüksekokulu	  Bankacılık ve Sigortacılık	2	TYT	3		1			258.79545		224.04325	
105050939	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Hilvan Meslek Yüksekokulu	  Büro Yönetimi ve Yönetici Asistanlığı	2	TYT	6					260.65368			
105051258	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Hilvan Meslek Yüksekokulu	  İş Sağlığı ve Güvenliği	2	TYT	4					280.55193			
105090389	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Hilvan Meslek Yüksekokulu	  Yapı Yalıtım Teknolojisi	2	TYT	4					232.48336			
105090186	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Organize Sanayi Bölgesi Meslek Yüksekokulu	  Ayakkabı Tasarım ve Üretimi	2	TYT	7				321	234.86639			
105090176	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Organize Sanayi Bölgesi Meslek Yüksekokulu	  Elektrik	2	TYT	5				321	263.83056			
105090193	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Organize Sanayi Bölgesi Meslek Yüksekokulu	  Elektronik Teknolojisi	2	TYT	6			1	321	252.84963			251.97404
105090177	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Organize Sanayi Bölgesi Meslek Yüksekokulu	  Gıda Teknolojisi	2	TYT	5				321	245.54435			
105090178	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Organize Sanayi Bölgesi Meslek Yüksekokulu	  Giyim Üretim Teknolojisi	2	TYT	11				321	239.42994			
105090179	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Organize Sanayi Bölgesi Meslek Yüksekokulu	  İklimlendirme ve Soğutma Teknolojisi	2	TYT	1			1	321	245.83165			245.31399
105090305	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Organize Sanayi Bölgesi Meslek Yüksekokulu	  Kimya Teknolojisi	2	TYT	3					255.46081			
105090125	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Organize Sanayi Bölgesi Meslek Yüksekokulu	  Tekstil Teknolojisi	2	TYT	8		1		321	235.38211		224.45686	
105050833	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Siverek Meslek Yüksekokulu	  Bilgisayar Programcılığı	2	TYT	13					260.99161			
105090100	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Siverek Meslek Yüksekokulu	  Çocuk Gelişimi	2	TYT	7					289.0823			
105050481	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Siverek Meslek Yüksekokulu	  Gıda Teknolojisi	2	TYT	7					248.80139			
105050718	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Siverek Meslek Yüksekokulu	  Muhasebe ve Vergi Uygulamaları	2	TYT	1					255.61819			
105090101	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Siverek Meslek Yüksekokulu	  Tıbbi Dokümantasyon ve Sekreterlik	2	TYT	3					320.02153			
105090097	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Suruç Meslek Yüksekokulu	  Atçılık ve Antrenörlüğü	2	TYT	6			1		241.09629			234.44349
105050657	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Suruç Meslek Yüksekokulu	  Bankacılık ve Sigortacılık	2	TYT	6			1		258.23902			254.37881
105090080	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Ağız ve Diş Sağlığı	2	TYT	1					354.60091			
105051134	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Ameliyathane Hizmetleri	2	TYT	1					336.42139			
105050984	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Anestezi	2	TYT	1					359.38952			
105090082	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Biyomedikal Cihaz Teknolojisi	2	TYT	6					302.84078			
105090083	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Diş Protez Teknolojisi	2	TYT	2					333.46339			
105051152	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Eczane Hizmetleri	2	TYT	3		1			326.25643		232.38947	
105051231	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Fizyoterapi	2	TYT	1					328.17043			
105051143	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  İlk ve Acil Yardım	2	TYT	1					357.86688			
105090085	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Odyometri	2	TYT	1					318.88721			
105051125	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Optisyenlik	2	TYT	5			1		319.65143			316.60678
105090086	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Ortopedik Protez ve Ortez	2	TYT	7					316.19782			
105051197	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Podoloji	2	TYT	4					318.08126			
105051213	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Sağlık Turizmi İşletmeciliği	2	TYT	6					277.33891			
105050296	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Tıbbi Dokümantasyon ve Sekreterlik	2	TYT			1					238.97982	
105051222	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Tıbbi Tanıtım ve Pazarlama	2	TYT	5			1		285.35634			283.20561
105090200	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sağlık Hizmetleri Meslek Yüksekokulu	  Yaşlı Bakımı	2	TYT	4					308.8642			
105050799	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sosyal Bilimler Meslek Yüksekokulu	  Aşçılık	2	TYT	10			2		280.811			279.14228
105050921	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sosyal Bilimler Meslek Yüksekokulu	  Büro Yönetimi ve Yönetici Asistanlığı	2	TYT	5			1		291.19881			288.43398
105051204	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sosyal Bilimler Meslek Yüksekokulu	  Çocuk Gelişimi	2	TYT	6					310.69824			
105050084	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sosyal Bilimler Meslek Yüksekokulu	  Dış Ticaret	2	TYT	5					252.17003			
105050639	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sosyal Bilimler Meslek Yüksekokulu	  Halkla İlişkiler ve Tanıtım	2	TYT	4		1			260.99943		222.34682	
105050754	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sosyal Bilimler Meslek Yüksekokulu	  İşletme Yönetimi	2	TYT	5					261.68813			
105050675	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sosyal Bilimler Meslek Yüksekokulu	  Muhasebe ve Vergi Uygulamaları	2	TYT	3		1			284.38986		246.33468	
105050206	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sosyal Bilimler Meslek Yüksekokulu	  Pazarlama	2	TYT	9					250.23761			
105050242	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Sosyal Bilimler Meslek Yüksekokulu	  Turizm ve Otel İşletmeciliği	2	TYT	5					258.88249			
105051267	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Teknik Bilimler Meslek Yüksekokulu	  Bilgisayar Programcılığı	2	TYT	6					292.30556			
105050093	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Teknik Bilimler Meslek Yüksekokulu	  Elektrik	2	TYT	6			1		277.80111			275.00493
105050127	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Teknik Bilimler Meslek Yüksekokulu	  Harita ve Kadastro	2	TYT	3					282.27726			
105090312	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Teknik Bilimler Meslek Yüksekokulu	  İmalat Yürütme Sistemleri Operatörlüğü	2	TYT	3				320	237.21902			
105050887	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Teknik Bilimler Meslek Yüksekokulu	  İnşaat Teknolojisi	2	TYT	3					276.41452			
105090319	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Teknik Bilimler Meslek Yüksekokulu	  Kurumsal Bilişim Uzmanlığı	2	TYT	3				320	265.5255			
105050172	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Teknik Bilimler Meslek Yüksekokulu	  Makine	2	TYT	7			1		258.05967			256.12932
105050666	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Teknik Bilimler Meslek Yüksekokulu	  Mimari Restorasyon	2	TYT	2					266.37752			
105050736	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Teknik Bilimler Meslek Yüksekokulu	  Otomotiv Teknolojisi	2	TYT	3					264.25121			
105090326	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Teknik Bilimler Meslek Yüksekokulu	  Otonom Sistemler Teknikerliği	2	TYT	3				320	288.47892			
105090102	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Teknik Bilimler Meslek Yüksekokulu	  Sivil Savunma ve İtfaiyecilik	2	TYT	4				9	307.47321			
105050912	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Teknik Bilimler Meslek Yüksekokulu	  Ulaştırma ve Trafik Hizmetleri	2	TYT	8			1		256.05139			254.75721
105090291	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Şanlıurfa Teknik Bilimler Meslek Yüksekokulu	  Web Tasarımı ve Kodlama	2	TYT	3					274.17947			
105050842	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Viranşehir Meslek Yüksekokulu	  Bilgisayar Programcılığı	2	TYT	4					253.63339			
105051276	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Viranşehir Meslek Yüksekokulu	  Çocuk Gelişimi	2	TYT	3					284.12523			
105050727	HARRAN ÜNİVERSİTESİ (ŞANLIURFA) (Devlet Üniversitesi)	Viranşehir Meslek Yüksekokulu	  Muhasebe ve Vergi Uygulamaları	2	TYT	6					252.43446			
107790395	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Altınözü Tarım Bilimleri Meslek Yüksekokulu	  Dijital Tarım Teknolojileri	2	TYT	5					236.66219			
107751536	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Altınözü Tarım Bilimleri Meslek Yüksekokulu	  Gıda Teknolojisi	2	TYT	2			1		253.77064			251.60421
107751633	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Altınözü Tarım Bilimleri Meslek Yüksekokulu	  Kimya Teknolojisi	2	TYT	2					259.26144			
107790402	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Altınözü Tarım Bilimleri Meslek Yüksekokulu	  Su ve Atık Yönetimi Teknikerliği	2	TYT	2					231.54434			
107751457	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Altınözü Tarım Bilimleri Meslek Yüksekokulu	  Tıbbi ve Aromatik Bitkiler	2	TYT	4			1		238.77031			238.39691
107790210	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Aşçılık	2	TYT	2				47	307.88904			
107750105	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Bilgisayar Programcılığı	2	TYT	3				47	304.17182			
107751051	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Bilgisayar Teknolojisi	2	TYT	8				47	269.78618			
107751572	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Çocuk Gelişimi	2	TYT	1				47	311.25802			
107750035	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Dış Ticaret	2	TYT	4				47	281.11147			
107750044	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Elektrik	2	TYT	4		1		47	294.37091			
107751015	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Elektronik Teknolojisi	2	TYT	1				47	276.52246			
107790270	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Emlak Yönetimi	2	TYT	5				47	253.70937			
107790315	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Harita ve Kadastro	2	TYT	2				47	283.64803			
107751103	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  İnşaat Teknolojisi	2	TYT	1				47	289.1508			
107790409	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Kurumsal Bilişim Uzmanlığı	2	TYT	3				47, 320	266.70555			
107751024	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Lojistik	2	TYT	3				47	267.5905			
107790416	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Medya ve İletişim	2	TYT	6				47	253.17554			
107750838	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Muhasebe ve Vergi Uygulamaları	2	TYT	2		1	1	47	288.542		273.81273	287.48713
107790423	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Ofis Teknolojileri ve Veri Yönetimi	2	TYT	3				47	259.36265			
107751563	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Özel Güvenlik ve Koruma	2	TYT	5				2, 47	280.92862			
107750089	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Pazarlama	2	TYT	1				47	257.87263			
107790243	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Sağlık Bilgi Sistemleri Teknikerliği	2	TYT	1				47	312.10941			
107751403	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Turizm ve Otel İşletmeciliği	2	TYT	6				47	272.94286			
107751263	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Turizm ve Seyahat Hizmetleri	2	TYT	4		1		47	261.17127			
107750583	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Antakya Meslek Yüksekokulu	  Yerel Yönetimler	2	TYT	4		1		47	260.25831		236.00126	
107751466	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Hassa Meslek Yüksekokulu (Kırıkhan)	  Bilgisayar Programcılığı	2	TYT	6		1	1		265.95596			263.94603
107751475	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Hassa Meslek Yüksekokulu (Kırıkhan)	  Biyomedikal Cihaz Teknolojisi	2	TYT	2					285.94635			
107790430	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Hassa Meslek Yüksekokulu (Kırıkhan)	  Çevresel Ölçüm ve İzleme Sistemleri Teknikerliği	2	TYT	5					234.83582			
107750759	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Hatay Sağlık Hizmetleri Meslek Yüksekokulu	  Anestezi	2	TYT				1					352.22276
107751396	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Hatay Sağlık Hizmetleri Meslek Yüksekokulu	  İlk ve Acil Yardım	2	TYT	1			1		355.65173			354.54202
107790273	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Hatay Sağlık Hizmetleri Meslek Yüksekokulu	  İş ve Uğraşı Terapisi	2	TYT	1					310.02045			
107750777	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Hatay Sağlık Hizmetleri Meslek Yüksekokulu	  Tıbbi Dokümantasyon ve Sekreterlik	2	TYT	2					336.03266			
107751087	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Hatay Sağlık Hizmetleri Meslek Yüksekokulu	  Tıbbi Laboratuvar Teknikleri	2	TYT				1					340.29494
107751615	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Hatay Sağlık Hizmetleri Meslek Yüksekokulu	  Yaşlı Bakımı	2	TYT	3					306.4504			
107790437	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Kırıkhan Meslek Yüksekokulu	  Arka-Yüz Yazılım Geliştirme	2	TYT	4				320	261.95473			
107751209	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Kırıkhan Meslek Yüksekokulu	  Bilgisayar Teknolojisi	2	TYT	3		2	1		251.49658			250.45766
107790268	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Kırıkhan Meslek Yüksekokulu	  Bilişim Güvenliği Teknolojisi	2	TYT	9		1	1		248.87731			247.75717
107750829	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Kırıkhan Meslek Yüksekokulu	  Dış Ticaret	2	TYT	5					246.00064			
107790316	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Kırıkhan Meslek Yüksekokulu	  Diş Protez Teknolojisi	2	TYT	2					334.30134			
107790317	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Kırıkhan Meslek Yüksekokulu	  Eczane Hizmetleri	2	TYT	4		1			315.76757		231.28936	
107790318	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Kırıkhan Meslek Yüksekokulu	  Evde Hasta Bakımı	2	TYT	2					314.7552			
107751678	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Kırıkhan Meslek Yüksekokulu	  İş Sağlığı ve Güvenliği	2	TYT	5					297.55946			
107750856	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Kırıkhan Meslek Yüksekokulu	  Muhasebe ve Vergi Uygulamaları	2	TYT	2					259.17699			
107790444	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Kırıkhan Meslek Yüksekokulu	  Ofis Teknolojileri ve Veri Yönetimi	2	TYT	2					239.18606			
107790276	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Kırıkhan Meslek Yüksekokulu	  Optisyenlik	2	TYT	4					326.52468			
107790211	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Kırıkhan Meslek Yüksekokulu	  Yerel Yönetimler	2	TYT	5					245.98827			
107750635	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Reyhanlı Sosyal Bilimler Meslek Yüksekokulu	  Bankacılık ve Sigortacılık	2	TYT	4					269.11861			
107750432	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Reyhanlı Sosyal Bilimler Meslek Yüksekokulu	  Dış Ticaret	2	TYT	8			1		239.40585			238.04573
107751033	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Reyhanlı Sosyal Bilimler Meslek Yüksekokulu	  Lojistik	2	TYT	12			2		237.96108			237.3372
107750865	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Reyhanlı Sosyal Bilimler Meslek Yüksekokulu	  Muhasebe ve Vergi Uygulamaları	2	TYT	5					247.08983			
107790271	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Reyhanlı Sosyal Bilimler Meslek Yüksekokulu	  Sosyal Güvenlik	2	TYT	7					256.97189			
107751696	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Reyhanlı Sosyal Bilimler Meslek Yüksekokulu	  Sosyal Hizmetler	2	TYT	6					278.30394			
107790451	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Samandağ Meslek Yüksekokulu	  Akıllı Sera Teknolojileri	2	TYT	7					233.53161			
107751624	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Samandağ Meslek Yüksekokulu	  Bitki Koruma	2	TYT	5					257.66762			
107790212	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Samandağ Meslek Yüksekokulu	  Laborant ve Veteriner Sağlık	2	TYT	5					294.09783			
107751651	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Sanat ve Tasarım Meslek Yüksekokulu	  Eser Koruma	2	TYT	2					238.33873			
107751669	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Sanat ve Tasarım Meslek Yüksekokulu	  Grafik Tasarımı	2	TYT	3			1		275.34403			274.46537
107751581	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Sanat ve Tasarım Meslek Yüksekokulu	  Mimari Dekoratif Sanatlar	2	TYT	1			1		249.7255			248.68733
107751157	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Sanat ve Tasarım Meslek Yüksekokulu	  Mimari Restorasyon	2	TYT	4					261.68815			
107751687	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Yayladağı Sosyal Bilimler Meslek Yüksekokulu	  Bankacılık ve Sigortacılık	2	TYT	2				47	268.39138			
107790207	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Yayladağı Sosyal Bilimler Meslek Yüksekokulu	  Çocuk Gelişimi	2	TYT	3			1	47	286.79502			285.81295
107790245	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Yayladağı Sosyal Bilimler Meslek Yüksekokulu	  Çocuk Koruma ve Bakım Hizmetleri	2	TYT	2			1	47	274.83664			273.59026
107750486	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Yayladağı Sosyal Bilimler Meslek Yüksekokulu	  Dış Ticaret	2	TYT	5				47	240.5068			
107751448	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Yayladağı Sosyal Bilimler Meslek Yüksekokulu	  Lojistik	2	TYT	3				47	239.6576			
107750874	HATAY MUSTAFA KEMAL ÜNİVERSİTESİ (Devlet Üniversitesi)	Yayladağı Sosyal Bilimler Meslek Yüksekokulu	  Muhasebe ve Vergi Uygulamaları	2	TYT	3				47	250.27558			
105190067	HİTİT ÜNİVERSİTESİ (ÇORUM) (Devlet Üniversitesi)	Alaca Avni Çelik Meslek Yüksekokulu	  Aşçılık	2	TYT	5					274.29261			
105150383	HİTİT ÜNİVERSİTESİ (ÇORUM) (Devlet Üniversitesi)	Alaca Avni Çelik Meslek Yüksekokulu	  Elektronik Haberleşme Teknolojisi	2	TYT	4					246.09997			
105150392	HİTİT ÜNİVERSİTESİ (ÇORUM) (Devlet Üniversitesi)	Alaca Avni Çelik Meslek Yüksekokulu	  Gıda Teknolojisi	2	TYT	8					247.00439			
105150568	HİTİT ÜNİVERSİTESİ (ÇORUM) (Devlet Üniversitesi)	Alaca Avni Çelik Meslek Yüksekokulu	  Laborant ve Veteriner Sağlık	2	TYT	6		1			280.48629			
105150505	HİTİT ÜNİVERSİTESİ (ÇORUM) (Devlet Üniversitesi)	Alaca Avni Çelik Meslek Yüksekokulu	  Sivil Savunma ve İtfaiyecilik	2	TYT	4				9	288.81718			
105190087	HİTİT ÜNİVERSİTESİ (ÇORUM) (Devlet Üniversitesi)	Alaca Avni Çelik Meslek Yüksekokulu	  Tıbbi Laboratuvar Teknikleri	2	TYT	2					326.21167			
