ProgramKodu	Universite	Fakulte	Program	OgrenimSuresi	PuanTuru	GenelEkKontenjan	SehitGaziYakiniEkKontenjan	Kadin34EkKontenjan	DepremzedeEkKontentan	OzelKosulVeAciklamalar	GenelEnKucukPuan	SehitGaziEnKucukPuan	Kadin34EnKucukPuan	DepremzedeEnKucukPuan
100451948	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bayat Meslek Yüksekokulu	  Laborant ve Veteriner Sağlık	2	TYT	10					282.74449			
100490326	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bilişim Teknolojileri Meslek Yüksekokulu	  Oyun Geliştirme ve Programlama	2	TYT	3				320	295.26438			
100450305	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bolvadin Meslek Yüksekokulu	  Bankacılık ve Sigortacılık	2	TYT	7		1			273.12267		248.42819	
100450465	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bolvadin Meslek Yüksekokulu	  Bilgisayar Programcılığı	2	TYT	4					277.3595			
100451781	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bolvadin Meslek Yüksekokulu	  Büro Yönetimi ve Yönetici Asistanlığı	2	TYT	4					273.65128			
100490186	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bolvadin Meslek Yüksekokulu	  Çağrı Merkezi Hizmetleri	2	TYT	8					263.51657			
100450332	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bolvadin Meslek Yüksekokulu	  Dış Ticaret	2	TYT	3		1			256.06887			
100451896	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bolvadin Meslek Yüksekokulu	  Doğalgaz ve Tesisatı Teknolojisi	2	TYT	1					247.16743			
100450359	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bolvadin Meslek Yüksekokulu	  Elektrik	2	TYT	4					271.20972			
100450368	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bolvadin Meslek Yüksekokulu	  Gıda Teknolojisi	2	TYT	7					259.71434			
100451454	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bolvadin Meslek Yüksekokulu	  İnşaat Teknolojisi	2	TYT	5					251.52153			
100490333	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bolvadin Meslek Yüksekokulu	  Kaynak Teknolojisi	2	TYT	11					240.24935			
100451242	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bolvadin Meslek Yüksekokulu	  Muhasebe ve Vergi Uygulamaları	2	TYT	5					262.3767			
100490340	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bolvadin Meslek Yüksekokulu	  Otonom Sistemler Teknikerliği	2	TYT	2				320	280.57266			
100490347	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Bolvadin Meslek Yüksekokulu	  Yenilenebilir Enerji Teknikerliği	2	TYT	2					260.74378			
100451093	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Çay Meslek Yüksekokulu	  Çocuk Gelişimi	2	TYT	8					289.11337			
100450474	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Çay Meslek Yüksekokulu	  Elektrik	2	TYT	1		1			264.41847			
100451303	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Çay Meslek Yüksekokulu	  Kimya Teknolojisi	2	TYT	3					268.21072			
100451251	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Çay Meslek Yüksekokulu	  Muhasebe ve Vergi Uygulamaları	2	TYT	5					251.42019			
100451339	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Çay Meslek Yüksekokulu	  Otomotiv Teknolojisi	2	TYT	5					265.66637			
100451136	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Dazkırı Meslek Yüksekokulu	  Elektrik	2	TYT	3					260.61922			
100490224	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Dazkırı Meslek Yüksekokulu	  İnşaat Teknolojisi	2	TYT	4					241.94876			
100451578	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Dinar Meslek Yüksekokulu	  Bilgisayar Programcılığı	2	TYT	5					272.48506			
100490263	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Dinar Meslek Yüksekokulu	  Ceza İnfaz ve Güvenlik Hizmetleri	2	TYT	2				17	306.83388			
100451903	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Dinar Meslek Yüksekokulu	  Moda Tasarımı	2	TYT	8		1			250.41567		243.2256	
100451269	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Dinar Meslek Yüksekokulu	  Muhasebe ve Vergi Uygulamaları	2	TYT	4		1			251.93844			
100490188	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Emirdağ Meslek Yüksekokulu	  Aşçılık	2	TYT	2					286.41383			
100451763	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Emirdağ Meslek Yüksekokulu	  Bankacılık ve Sigortacılık	2	TYT	4					260.21862			
100451587	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Emirdağ Meslek Yüksekokulu	  Bilgisayar Programcılığı	2	TYT	4					268.97618			
100451754	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Emirdağ Meslek Yüksekokulu	  Dış Ticaret	2	TYT	6					243.87756			
100450589	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Emirdağ Meslek Yüksekokulu	  Harita ve Kadastro	2	TYT	6					266.96001			
100490195	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Emirdağ Meslek Yüksekokulu	  Laborant ve Veteriner Sağlık	2	TYT	4		1			285.61474		237.61886	
100451815	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Emirdağ Meslek Yüksekokulu	  Yapı Denetimi	2	TYT	5					245.5247			
100451824	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	İscehisar Meslek Yüksekokulu	  İş Makineleri Operatörlüğü	2	TYT	5					275.45368			
100490225	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	İscehisar Meslek Yüksekokulu	  Kuyumculuk ve Takı Tasarımı	2	TYT	11					238.88178			
100490198	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	İscehisar Meslek Yüksekokulu	  Makine Resim ve Konstrüksiyonu	2	TYT	6		1			255.24867			
100490205	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	İscehisar Meslek Yüksekokulu	  Mermer Teknolojisi	2	TYT	2					236.0698			
100490354	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Sandıklı Meslek Yüksekokulu	  Akıllı Sera Teknolojileri	2	TYT	4					246.29483			
100451675	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Sandıklı Meslek Yüksekokulu	  Bilgisayar Programcılığı	2	TYT	5		1			268.24272			
100452019	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Sandıklı Meslek Yüksekokulu	  Halkla İlişkiler ve Tanıtım	2	TYT	11					247.71562			
100450702	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Sandıklı Meslek Yüksekokulu	  Harita ve Kadastro	2	TYT	4					262.94716			
100451409	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Sandıklı Meslek Yüksekokulu	  İşletme Yönetimi	2	TYT	4					252.82298			
100490226	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Sandıklı Meslek Yüksekokulu	  Sağlık Turizmi İşletmeciliği	2	TYT	4					260.92533			
100490361	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Sandıklı Meslek Yüksekokulu	  Tarım Makineleri ve Teknolojileri	2	TYT	8					233.72767			
100451806	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Sinanpaşa Meslek Yüksekokulu	  Bilgisayar Programcılığı	2	TYT	4					265.91728			
100490227	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Sinanpaşa Meslek Yüksekokulu	  İnternet ve Ağ Teknolojileri	2	TYT	7					246.95087			
100450783	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Sultandağı Meslek Yüksekokulu	  Bankacılık ve Sigortacılık	2	TYT	4		1			248.95006		226.91657	
100450792	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Sultandağı Meslek Yüksekokulu	  Gıda Teknolojisi	2	TYT	4					247.5704			
100451684	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Sultandağı Meslek Yüksekokulu	  Otobüs Kaptanlığı	2	TYT	4					237.6961			
100451172	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Şuhut Meslek Yüksekokulu	  Gıda Teknolojisi	2	TYT	2					253.80203			
100451912	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Şuhut Meslek Yüksekokulu	  Laborant ve Veteriner Sağlık	2	TYT	3					290.28985			
100490189	AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi)	Şuhut Meslek Yüksekokulu	  Reklamcılık	2	TYT	10					247.51153			
112690288	AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi)	Atatürk Sağlık Hizmetleri Meslek Yüksekokulu	  Ağız ve Diş Sağlığı	2	TYT	2					340.91645			
112690179	AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi)	Atatürk Sağlık Hizmetleri Meslek Yüksekokulu	  Diyaliz	2	TYT	2					328.44651			
112651199	AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi)	Atatürk Sağlık Hizmetleri Meslek Yüksekokulu	  Elektronörofizyoloji	2	TYT	1					326.76273			
