1.10410349E8	ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ (Devlet Üniversitesi)	Bilişim Teknolojileri Meslek Yüksekokulu	Arka-Yüz Yazılım Geliştirme (KKTC Uyruklu)	2	TYT	1				5, 320					
1.10410286E8	ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ (Devlet Üniversitesi)	Bilişim Teknolojileri Meslek Yüksekokulu	Bulut Bilişim Operatörlüğü	2	TYT	4				320		306,44961			
1.10410356E8	ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ (Devlet Üniversitesi)	Bilişim Teknolojileri Meslek Yüksekokulu	Bulut Bilişim Operatörlüğü (KKTC Uyruklu)	2	TYT	1				5, 320					
1.10410293E8	ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ (Devlet Üniversitesi)	Bilişim Teknolojileri Meslek Yüksekokulu	Büyük Veri Analistliği	2	TYT			1		320				198.37089	
1.10410363E8	ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ (Devlet Üniversitesi)	Bilişim Teknolojileri Meslek Yüksekokulu	Büyük Veri Analistliği (KKTC Uyruklu)	2	TYT	1				5, 320					
1.1041037E8	ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ (Devlet Üniversitesi)	Bilişim Teknolojileri Meslek Yüksekokulu	Kurumsal Bilişim Uzmanlığı	2	TYT	2				320		305,80932			
1.104103E8	ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ (Devlet Üniversitesi)	Bilişim Teknolojileri Meslek Yüksekokulu	Ön-Yüz Yazılım Geliştirme	2	TYT	1				320		311,9289			
1.10410377E8	ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ (Devlet Üniversitesi)	Bilişim Teknolojileri Meslek Yüksekokulu	Ön-Yüz Yazılım Geliştirme (KKTC Uyruklu)	2	TYT	1				5, 320					
1.10410384E8	ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ (Devlet Üniversitesi)	Bilişim Teknolojileri Meslek Yüksekokulu	Yapay Zeka Operatörlüğü	2	TYT	3				320		334,13166			
1.10410391E8	ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ (Devlet Üniversitesi)	Bilişim Teknolojileri Meslek Yüksekokulu	Yapay Zeka Operatörlüğü (KKTC Uyruklu)	2	TYT	1				5, 320					
1.00290102E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Besni Ali Erdemoğlu Meslek Yüksekokulu	Bankacılık ve Sigortacılık	2	TYT	6			1			267,5564			265.9308
1.00290116E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Besni Ali Erdemoğlu Meslek Yüksekokulu	Bilgisayar Programcılığı	2	TYT	4			1			263,62476			261.9635
1.00290123E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Besni Ali Erdemoğlu Meslek Yüksekokulu	Büro Yönetimi ve Yönetici Asistanlığı	2	TYT	4						263,89363			
1.0029013E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Besni Ali Erdemoğlu Meslek Yüksekokulu	İşletme Yönetimi	2	TYT	7						247,40035			
1.00290137E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Besni Ali Erdemoğlu Meslek Yüksekokulu	Mekatronik	2	TYT	7			1			263,10177			260.27939
1.00290144E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Besni Ali Erdemoğlu Meslek Yüksekokulu	Muhasebe ve Vergi Uygulamaları	2	TYT	7						254,77148			
1.0029007E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Gölbaşı Meslek Yüksekokulu	Bankacılık ve Sigortacılık	2	TYT	4				315		257,05272			
1.00250476E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Gölbaşı Meslek Yüksekokulu	Bilgisayar Programcılığı	2	TYT	7			1	315		257,99688			257.58509
1.00250591E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Gölbaşı Meslek Yüksekokulu	Büro Yönetimi ve Yönetici Asistanlığı	2	TYT	2				315		264,1438			
1.00290056E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Gölbaşı Meslek Yüksekokulu	İş Sağlığı ve Güvenliği	2	TYT	6				315		278,53121			
1.00250422E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Gölbaşı Meslek Yüksekokulu	İşletme Yönetimi	2	TYT	9			1	315		244,75499			243.00187
1.00250767E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Gölbaşı Meslek Yüksekokulu	Lojistik	2	TYT	8			1	315		242,11894			241.17833
1.00250388E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Gölbaşı Meslek Yüksekokulu	Muhasebe ve Vergi Uygulamaları	2	TYT	2				315		246,8121			
1.00250555E8	ADIYAMAN ÜNİVERSİTESİ (Devlet Üniversitesi)	Gölbaşı Meslek Yüksekokulu	Yerel Yönetimler	2	TYT	6			1	315		240,95561			240.08184
